	Time	Time (s)	Distance [m]	Internal Batte [V]	Datalogger_Tem [°C]	Battery [V]	GPS_Speed [km/h]	GPS_Nsat [#]	GPS_LatAcc [g]	GPS_LonAcc [g]	GPS_Slope [deg]	GPS_Heading [deg]	GPS_Gyro [deg/s]	GPS_Altitude [m]	GPS_PosAccuracy [m]	
		37.700	1144.24	3.872	-273.150	0.000	91.313	10.000	0.890	0.276	0.106	-96.679	19.575	167.000	1.650	
		37.800	1146.80	3.872	-273.150	0.000	92.156	10.000	0.830	0.274	0.063	-95.208	18.200	167.000	1.650	
		37.900	1149.39	3.872	-273.150	0.000	93.127	10.000	0.760	0.278	0.036	-93.907	16.599	167.000	1.650	
		38.000	1151.97	3.872	-273.150	0.000	94.104	10.000	0.681	0.286	0.022	-92.777	14.795	167.000	1.650	
		38.100	1154.61	3.872	-273.150	0.000	95.004	10.000	0.594	0.296	0.014	-91.764	12.816	167.000	1.644	
		38.200	1157.26	3.872	-273.150	0.000	96.060	10.000	0.504	0.307	0.012	-90.874	10.746	167.000	1.640	
		38.300	1159.96	3.872	-273.150	0.000	97.205	10.000	0.409	0.319	0.015	-90.095	8.627	167.000	1.640	
		38.400	1162.66	3.872	-273.150	0.000	98.348	10.000	0.315	0.328	0.020	-89.436	6.577	167.000	1.635	
		38.500	1165.43	3.872	-273.150	0.000	99.548	10.000	0.224	0.334	0.020	-88.861	4.599	167.000	1.630	
		38.600	1168.20	3.872	-273.150	0.000	100.736	10.000	0.137	0.336	0.011	-88.364	2.766	167.000	1.625	
		38.700	1171.03	3.872	-273.150	0.000	101.936	10.000	0.056	0.335	0.003	-87.925	1.076	167.000	1.620	
		38.800	1173.87	3.872	-273.150	0.000	103.124	10.000	-0.017	0.331	-0.006	-87.546	-0.393	167.000	1.615	
		38.900	1176.76	3.872	-273.150	0.000	104.272	10.000	-0.081	0.325	-0.005	-87.215	-1.649	167.000	1.610	
		39.000	1179.66	3.872	-273.150	0.000	105.361	9.490	-0.133	0.318	0.006	-86.914	-2.655	167.000	1.605	
		39.100	1182.62	3.872	-273.150	0.000	106.461	9.000	-0.172	0.313	0.012	-86.628	-3.397	167.000	1.595	
		39.200	1185.61	3.872	-273.150	0.000	107.561	9.000	-0.197	0.307	0.012	-86.347	-3.853	167.000	1.590	
		39.300	1188.59	3.872	-273.150	0.000	108.650	9.000	-0.208	0.303	0.009	-86.064	-4.010	167.000	1.590	
		39.400	1191.64	3.872	-273.150	0.000	109.700	9.000	-0.203	0.298	0.006	-85.760	-3.861	167.000	1.590	
		39.500	1194.68	3.872	-273.150	0.000	110.690	9.490	-0.184	0.292	0.000	-85.425	-3.476	167.000	1.585	
		39.600	1197.79	3.872	-273.150	0.000	111.690	10.000	-0.153	0.283	-0.011	-85.053	-2.883	167.000	1.575	
		39.700	1200.89	3.872	-273.150	0.000	112.680	10.000	-0.111	0.271	-0.020	-84.640	-2.091	167.000	1.570	
		39.800	1204.04	3.872	-273.150	0.000	113.680	10.000	-0.054	0.257	-0.020	-84.166	-1.076	167.000	1.570	
		39.900	1207.20	3.872	-273.150	0.000	114.576	10.000	0.018	0.239	-0.009	-83.634	0.187	167.000	1.565	
		40.000	1210.40	3.872	-273.150	0.000	115.376	10.000	0.108	0.219	0.003	-83.024	1.738	167.000	1.560	
		40.100	1213.59	3.872	-273.150	0.000	116.122	10.000	0.210	0.198	0.009	-82.345	3.511	167.000	1.555	
		40.200	1216.84	3.872	-273.150	0.000	116.776	10.000	0.326	0.179	0.022	-81.592	5.509	167.000	1.550	
		40.300	1220.07	3.872	-273.150	0.000	117.370	10.000	0.447	0.162	0.042	-80.768	7.606	167.000	1.550	
		40.400	1223.34	3.872	-273.150	0.000	117.835	10.000	0.545	0.151	0.054	-80.050	9.274	167.000	1.545	
		40.500	1226.62	3.872	-273.150	0.000	118.090	10.000	0.607	0.145	0.060	-79.550	10.322	167.000	1.540	
		40.600	1229.87	3.872	-273.150	0.000	118.332	10.000	0.664	0.140	0.066	-79.069	11.278	167.000	1.540	
		40.700	1233.17	3.872	-273.150	0.000	118.588	10.000	0.718	0.137	0.069	-78.561	12.167	167.000	1.540	
		40.800	1236.43	3.872	-273.150	0.000	118.829	10.000	0.769	0.135	0.069	-78.039	12.984	167.000	1.540	
		40.900	1239.75	3.872	-273.150	0.000	119.387	10.000	0.861	0.132	0.071	-76.861	14.449	167.000	1.536	
		41.000	1243.06	3.872	-273.150	0.000	120.320	10.000	0.993	0.129	0.075	-74.727	16.529	167.000	1.526	
		41.100	1246.42	3.872	-273.150	0.000	121.152	10.000	1.089	0.125	0.070	-72.633	18.003	167.000	1.520	
		41.200	1249.77	3.872	-273.150	0.000	121.705	10.000	1.139	0.123	0.066	-71.174	18.785	167.000	1.524	
		41.300	1253.16	3.872	-273.150	0.000	122.205	10.000	1.162	0.123	0.074	-70.203	19.172	167.000	1.530	
		41.400	1256.54	3.872	-273.150	0.000	122.700	10.000	1.166	0.125	0.085	-69.421	19.257	167.000	1.530	
		41.500	1259.96	3.872	-273.150	0.000	123.120	10.000	1.148	0.130	0.096	-68.810	18.941	167.000	1.530	
		41.600	1263.35	3.872	-273.150	0.000	123.495	10.000	1.108	0.138	0.110	-68.319	18.262	167.000	1.530	
		41.700	1266.80	3.872	-273.150	0.000	123.995	10.000	1.046	0.148	0.127	-67.951	17.216	167.000	1.534	
		41.800	1270.26	3.872	-273.150	0.000	124.456	10.000	0.958	0.163	0.144	-67.706	15.745	167.000	1.540	
		41.900	1273.69	3.872	-273.150	0.000	124.966	10.000	0.837	0.180	0.161	-67.609	13.754	167.000	1.540	
		42.000	1277.18	3.872	-273.150	0.000	125.590	10.000	0.676	0.198	0.176	-67.657	11.130	167.000	1.540	
		42.100	1280.65	3.872	-273.150	0.000	126.122	10.000	0.475	0.213	0.188	-67.819	7.901	167.000	1.540	
		42.200	1284.17	3.872	-273.150	0.000	126.759	10.000	0.234	0.217	0.201	-68.095	3.893	167.000	1.544	
		42.300	1287.68	3.872	-273.150	0.000	127.596	10.000	-0.031	0.203	0.214	-68.492	-0.498	167.000	1.550	
		42.400	1291.25	3.872	-273.150	0.000	128.480	10.000	-0.304	0.171	0.220	-69.019	-4.743	167.000	1.550	
		42.500	1294.80	3.872	-273.150	0.000	129.010	10.000	-0.566	0.127	0.222	-69.664	-8.698	167.000	1.553	
		42.600	1298.40	3.872	-273.150	0.000	129.575	10.000	-0.805	0.083	0.218	-70.366	-12.358	167.000	1.560	
		42.700	1301.97	3.872	-273.150	0.000	129.968	10.000	-0.974	0.056	0.218	-70.939	-14.985	167.000	1.560	
		42.800	1305.58	3.872	-273.150	0.000	130.134	10.000	-1.092	0.043	0.220	-71.397	-16.795	167.000	1.560	
		42.900	1309.20	3.872	-273.150	0.000	130.302	10.000	-1.201	0.036	0.224	-71.875	-18.497	167.000	1.563	
		43.000	1312.79	3.872	-273.150	0.000	130.566	9.670	-1.289	0.043	0.224	-72.389	-19.956	167.000	1.570	
		43.100	1316.43	3.872	-273.150	0.000	130.766	9.000	-1.369	0.050	0.224	-72.920	-21.264	167.000	1.570	
		43.200	1320.03	3.873	-273.150	0.000	130.916	9.000	-1.426	0.053	0.225	-73.468	-22.094	167.000	1.570	
		43.300	1323.66	3.873	-273.150	0.000	130.966	9.000	-1.465	0.053	0.229	-74.052	-22.522	167.000	1.570	
		43.400	1327.27	3.873	-273.150	0.000	131.016	9.000	-1.492	0.054	0.229	-74.645	-22.803	167.000	1.570	
		43.500	1330.91	3.873	-273.150	0.000	131.066	9.000	-1.497	0.059	0.231	-75.275	-22.796	167.000	1.570	
		43.600	1334.52	3.873	-273.150	0.000	131.160	9.000	-1.489	0.067	0.240	-76.140	-22.663	167.000	1.570	
		43.700	1338.17	3.874	-273.150	0.000	131.450	9.300	-1.415	0.084	0.263	-77.954	-21.545	167.000	1.567	
		43.800	1341.80	3.874	-273.150	0.000	132.003	10.000	-1.226	0.104	0.292	-80.708	-18.481	167.000	1.560	
		43.900	1345.48	3.874	-273.150	0.000	132.645	10.000	-1.027	0.113	0.307	-83.260	-15.374	167.000	1.560	
		44.000	1349.14	3.874	-273.150	0.000	133.112	10.000	-0.935	0.117	0.319	-84.729	-13.986	167.000	1.560	
		44.100	1352.85	3.874	-273.150	0.000	133.512	10.000	-0.860	0.122	0.330	-86.062	-12.908	167.000	1.560	
		44.200	1356.57	3.874	-273.150	0.000	133.940	10.000	-0.793	0.126	0.340	-87.313	-11.952	167.000	1.560	
		44.300	1360.27	3.874	-273.150	0.000	134.408	10.000	-0.728	0.131	0.349	-88.430	-10.990	167.000	1.560	
		44.400	1364.01	3.874	-273.150	0.000	134.835	10.000	-0.655	0.136	0.364	-89.422	-9.893	167.000	1.560	
		44.500	1367.73	3.874	-273.150	0.000	135.330	10.000	-0.576	0.140	0.376	-90.309	-8.666	167.000	1.560	
		44.600	1371.51	3.874	-273.150	0.000	135.830	10.000	-0.491	0.144	0.389	-91.122	-7.348	167.000	1.560	
		44.700	1375.26	3.874	-273.150	0.000	136.325	10.000	-0.407	0.148	0.404	-91.839	-6.027	167.000	1.560	
		44.800	1379.06	3.874	-273.150	0.000	136.825	10.000	-0.328	0.151	0.416	-92.478	-4.789	167.000	1.560	
		44.900	1382.83	3.874	-273.150	0.000	137.344	10.000	-0.261	0.154	0.428	-93.009	-3.772	167.000	1.560	
		45.000	1386.66	3.874	-273.150	0.000	137.920	10.000	-0.212	0.156	0.444	-93.451	-3.030	167.000	1.560	
		45.100	1390.47	3.874	-273.150	0.000	138.438	10.000	-0.179	0.155	0.455	-93.818	-2.538	167.000	1.558	
		45.200	1394.33	3.874	-273.150	0.000	139.015	10.000	-0.157	0.152	0.466	-94.112	-2.249	167.000	1.550	
		45.300	1398.17	3.874	-273.150	0.000	139.554	10.000	-0.142	0.147	0.473	-94.330	-2.072	167.000	1.550	
		45.400	1402.07	3.874	-273.150	0.000	140.188	10.000	-0.129	0.138	0.483	-94.461	-1.897	167.000	1.550	
		45.500	1405.97	3.874	-273.150	0.000	140.588	10.000	-0.112	0.127	0.488	-94.515	-1.653	167.000	1.550	
		45.600	1409.85	3.874	-273.150	0.000	140.984	10.000	-0.089	0.116	0.494	-94.498	-1.333	167.000	1.550	
		45.700	1413.78	3.874	-273.150	0.000	141.384	10.000	-0.059	0.106	0.499	-94.406	-0.897	167.000	1.550	
		45.800	1417.67	3.874	-273.150	0.000	141.760	10.000	-0.020	0.099	0.499	-94.258	-0.348	167.000	1.550	
		45.900	1421.62	3.874	-273.150	0.000	142.060	10.000	0.028	0.095	0.499	-94.047	0.345	167.200	1.548	
		46.000	1425.54	3.874	-273.150	0.000	142.357	10.000	0.085	0.096	0.500	-93.768	1.156	168.000	1.540	
		46.100	1429.50	3.874	-273.150	0.000	142.657	10.000	0.148	0.099	0.504	-93.448	2.063	168.000	1.540	
		46.200	1433.43	3.874	-273.150	0.000	142.972	10.000	0.215	0.105	0.505	-93.079	3.024	168.000	1.540	
		46.300	1437.41	3.874	-273.150	0.000	143.390	10.000	0.286	0.111	0.515	-92.670	4.033	168.000	1.540	
		46.400	1441.37	3.874	-273.150	0.000	143.868	10.000	0.356	0.117	0.543	-92.219	5.019	168.000	1.540	
		46.500	1445.38	3.874	-273.150	0.000	144.285	10.000	0.422	0.119	0.566	-91.719	5.947	168.000	1.540	
		46.600	1449.36	3.874	-273.150	0.000	144.764	10.000	0.483	0.120	0.587	-91.180	6.791	168.000	1.538	
		46.700	1453.39	3.874	-273.150	0.000	145.164	10.000	0.537	0.120	0.604	-90.600	7.529	168.000	1.530	
		46.800	1457.43	3.874	-273.150	0.000	145.580	10.000	0.583	0.119	0.614	-89.977	8.141	168.000	1.530	
		46.900	1461.45	3.874	-273.150	0.000	146.060	10.000	0.617	0.118	0.618	-89.335	8.571	168.000	1.530	
		47.000	1465.52	3.874	-273.150	0.000	146.460	10.000	0.641	0.116	0.612	-88.644	8.855	168.000	1.530	
		47.100	1469.56	3.874	-273.150	0.000	146.856	10.000	0.657	0.114	0.605	-87.938	9.043	168.000	1.529	
		47.200	1473.65	3.874	-273.150	0.000	147.256	10.000	0.666	0.112	0.587	-87.203	9.129	168.000	1.520	
		47.300	1477.71	3.874	-273.150	0.000	147.652	10.000	0.671	0.110	0.569	-86.465	9.162	168.000	1.520	
		47.400	1481.82	3.874	-273.150	0.000	148.039	10.000	0.671	0.107	0.580	-85.720	9.113	168.000	1.519	
		47.500	1485.90	3.874	-273.150	0.000	148.348	10.000	0.670	0.104	0.585	-84.984	9.048	168.000	1.510	
		47.600	1490.03	3.874	-273.150	0.000	148.748	10.000	0.670	0.101	0.585	-84.254	9.002	168.000	1.509	
		47.700	1494.13	3.874	-273.150	0.000	149.133	10.000	0.670	0.100	0.585	-83.553	8.957	168.000	1.500	
		47.800	1498.29	3.874	-273.150	0.000	149.433	10.000	0.672	0.101	0.591	-82.868	8.914	168.000	1.499	
		47.900	1502.40	3.874	-273.150	0.000	149.730	10.000	0.675	0.105	0.596	-82.213	8.889	168.000	1.490	
		48.000	1506.57	3.874	-273.150	0.000	150.040	10.000	0.675	0.108	0.597	-81.588	8.831	168.000	1.489	
		48.100	1510.75	3.874	-273.150	0.000	150.420	10.000	0.669	0.107	0.602	-81.007	8.662	168.000	1.480	
		48.200	1514.89	3.874	-273.150	0.000	150.636	10.000	0.654	0.094	0.602	-80.465	8.396	168.090	1.479	
		48.300	1519.09	3.874	-273.150	0.000	151.054	10.000	0.628	0.062	0.602	-79.955	7.946	169.000	1.470	
		48.400	1523.26	3.874	-273.150	0.000	151.584	10.000	0.587	0.001	0.607	-79.506	7.341	169.000	1.469	
		48.500	1527.46	3.874	-273.150	0.000	151.384	10.000	0.530	-0.103	0.601	-79.121	6.555	169.000	1.460	
		48.600	1531.62	3.874	-273.150	0.000	151.144	10.000	0.464	-0.241	0.589	-78.797	5.689	169.000	1.460	
		48.700	1535.79	3.874	-273.150	0.000	150.274	10.000	0.390	-0.414	0.572	-78.540	4.772	169.000	1.460	
		48.800	1539.87	3.874	-273.150	0.000	148.468	10.000	0.315	-0.611	0.549	-78.376	3.866	169.000	1.460	
		48.900	1543.93	3.874	-273.150	0.000	146.202	10.000	0.241	-0.824	0.524	-78.314	2.978	169.000	1.460	
		49.000	1547.86	3.874	-273.150	0.000	142.870	10.000	0.173	-1.024	0.473	-78.365	2.185	169.000	1.460	
		49.100	1551.70	3.874	-273.150	0.000	138.260	10.000	0.109	-1.192	0.416	-78.531	1.407	169.000	1.460	
		49.200	1555.41	3.874	-273.150	0.000	133.475	10.000	0.049	-1.312	0.365	-78.801	0.647	169.000	1.460	
		49.300	1558.96	3.874	-273.150	0.000	128.968	10.000	-0.012	-1.376	0.319	-79.192	-0.179	169.000	1.470	
		49.400	1562.38	3.874	-273.150	0.000	123.220	10.000	-0.080	-1.376	0.280	-79.726	-1.249	169.000	1.470	
		49.500	1565.65	3.874	-273.150	0.000	118.765	10.000	-0.161	-1.320	0.252	-80.410	-2.690	169.000	1.480	
		49.600	1568.82	3.874	-273.150	0.000	114.271	10.000	-0.257	-1.228	0.229	-81.240	-4.538	169.000	1.480	
		49.700	1571.85	3.874	-273.150	0.000	110.028	10.000	-0.366	-1.114	0.218	-82.195	-6.838	169.000	1.480	
		49.800	1574.81	3.874	-273.150	0.000	106.434	10.000	-0.492	-0.982	0.212	-83.310	-9.597	169.000	1.480	
		49.900	1577.64	3.874	-273.150	0.000	103.173	10.000	-0.632	-0.841	0.223	-84.583	-12.777	169.000	1.480	
		50.000	1580.43	3.874	-273.150	0.000	100.480	10.000	-0.781	-0.695	0.195	-86.086	-16.283	169.000	1.480	
		50.100	1583.14	3.874	-273.150	0.000	98.500	10.000	-0.928	-0.554	0.184	-87.742	-19.732	169.000	1.480	
		50.200	1585.83	3.874	-273.150	0.000	96.800	10.000	-1.064	-0.424	0.184	-89.599	-22.917	169.000	1.490	
		50.300	1588.46	3.874	-273.150	0.000	95.414	10.000	-1.180	-0.314	0.195	-91.607	-25.459	169.000	1.490	
		50.400	1591.10	3.874	-273.150	0.000	95.301	10.000	-1.262	-0.233	0.206	-93.828	-27.095	169.000	1.490	
		50.500	1593.73	3.874	-273.150	0.000	94.409	10.000	-1.308	-0.187	0.229	-96.221	-27.815	169.000	1.500	
		50.600	1596.31	3.874	-273.150	0.000	93.812	10.000	-1.332	-0.163	0.252	-98.738	-28.024	169.000	1.500	
		50.700	1598.90	3.874	-273.150	0.000	93.310	10.000	-1.343	-0.154	0.275	-101.394	-28.051	169.000	1.500	
		50.800	1601.44	3.874	-273.150	0.000	92.621	10.000	-1.350	-0.152	0.303	-104.137	-28.096	169.000	1.510	
		50.900	1604.00	3.874	-273.150	0.000	91.921	10.000	-1.357	-0.155	0.337	-106.988	-28.230	169.000	1.510	
		51.000	1606.51	3.874	-273.150	0.000	91.420	10.000	-1.375	-0.154	0.377	-109.890	-28.631	169.000	1.510	
		51.100	1609.03	3.874	-273.150	0.000	90.728	10.000	-1.412	-0.144	0.389	-112.868	-29.505	169.000	1.529	
		51.200	1611.51	3.874	-273.150	0.000	90.035	10.000	-1.467	-0.120	0.395	-115.828	-30.956	169.000	1.530	
		51.300	1614.00	3.874	-273.150	0.000	89.715	10.000	-1.534	-0.078	0.401	-118.841	-32.881	169.000	1.539	
		51.400	1616.47	3.874	-273.150	0.000	89.747	10.000	-1.588	-0.018	0.407	-121.911	-34.400	169.000	1.549	
		51.500	1618.96	3.874	-273.150	0.000	89.797	10.000	-1.600	0.040	0.418	-125.081	-34.513	169.000	1.550	
		51.600	1621.44	3.874	-273.150	0.000	90.172	10.000	-1.584	0.088	0.434	-128.202	-33.896	169.000	1.550	
		51.700	1623.96	3.874	-273.150	0.000	90.665	10.000	-1.546	0.123	0.452	-131.321	-32.869	169.000	1.550	
		51.800	1626.49	3.874	-273.150	0.000	91.165	10.000	-1.496	0.146	0.474	-134.385	-31.623	169.000	1.559	
		51.900	1629.02	3.874	-273.150	0.000	91.752	10.000	-1.439	0.155	0.497	-137.361	-30.185	169.000	1.560	
		52.000	1631.58	3.874	-273.150	0.000	92.352	10.000	-1.379	0.156	0.536	-140.300	-28.740	169.000	1.560	
		52.100	1634.13	3.874	-273.150	0.000	92.764	10.000	-1.327	0.153	0.544	-143.142	-27.498	169.000	1.560	
		52.200	1636.72	3.874	-273.150	0.000	93.164	10.000	-1.281	0.151	0.545	-145.923	-26.490	169.000	1.560	
		52.300	1639.30	3.874	-273.150	0.000	93.740	10.000	-1.242	0.154	0.545	-148.607	-25.720	169.000	1.560	
		52.400	1641.92	3.874	-273.150	0.000	94.340	10.000	-1.207	0.165	0.539	-151.197	-25.026	169.000	1.560	
		52.500	1644.53	3.874	-273.150	0.000	94.934	10.000	-1.171	0.178	0.529	-153.628	-24.305	169.000	1.551	
		52.600	1647.19	3.874	-273.150	0.000	95.534	10.000	-1.129	0.186	0.512	-155.946	-23.408	169.000	1.550	
		52.700	1649.83	3.874	-273.150	0.000	96.216	10.000	-1.091	0.196	0.495	-157.752	-22.521	169.000	1.550	
		52.800	1652.53	3.874	-273.150	0.000	97.004	10.000	-1.061	0.210	0.483	-158.872	-21.748	169.000	1.550	
		52.900	1655.22	3.874	-273.150	0.000	97.796	10.000	-1.034	0.226	0.467	-159.893	-20.999	169.000	1.550	
		53.000	1657.96	3.874	-273.150	0.000	98.596	10.000	-1.006	0.235	0.454	-160.844	-20.263	169.000	1.559	
		53.100	1660.72	3.874	-273.150	0.000	99.483	10.000	-0.978	0.244	0.438	-161.784	-19.509	169.000	1.560	
		53.200	1663.48	3.874	-273.150	0.000	100.288	10.000	-0.943	0.246	0.421	-162.980	-18.662	169.000	1.560	
		53.300	1666.28	3.874	-273.150	0.000	101.002	10.000	-0.897	0.239	0.399	-164.594	-17.614	169.000	1.569	
		53.400	1669.08	3.874	-273.150	0.000	101.610	10.000	-0.856	0.238	0.400	-166.124	-16.762	169.000	1.570	
		53.500	1671.92	3.874	-273.150	0.000	102.465	10.000	-0.813	0.247	0.377	-167.521	-16.014	169.850	1.570	
		53.600	1674.77	3.874	-273.150	0.000	103.356	10.000	-0.760	0.265	0.349	-168.796	-14.980	170.000	1.587	
		53.700	1677.66	3.874	-273.150	0.000	104.340	10.000	-0.690	0.289	0.325	-169.981	-13.534	170.000	1.590	
		53.800	1680.56	3.874	-273.150	0.000	105.413	10.000	-0.605	0.313	0.302	-171.062	-11.732	170.000	1.598	
		53.900	1683.53	3.874	-273.150	0.000	106.679	10.000	-0.504	0.330	0.279	-172.054	-9.720	170.000	1.600	
		54.000	1686.49	3.874	-273.150	0.000	107.884	10.000	-0.397	0.335	0.271	-172.962	-7.531	170.000	1.608	
		54.100	1689.53	3.874	-273.150	0.000	109.166	10.000	-0.287	0.331	0.269	-173.810	-5.341	170.000	1.618	
		54.200	1692.56	3.874	-273.150	0.000	110.372	10.000	-0.181	0.322	0.274	-174.583	-3.316	170.000	1.620	
		54.300	1695.66	3.874	-273.150	0.000	111.491	10.000	-0.083	0.312	0.285	-175.276	-1.448	170.000	1.620	
		54.400	1698.78	3.874	-273.150	0.000	112.429	10.000	0.002	0.304	0.296	-175.888	0.126	170.000	1.620	
		54.500	1701.90	3.874	-273.150	0.000	113.400	10.000	0.070	0.302	0.284	-176.468	1.330	170.000	1.620	
		54.600	1705.08	3.874	-273.150	0.000	114.400	10.000	0.121	0.301	0.281	-177.053	2.238	170.000	1.628	
		54.700	1708.25	3.874	-273.150	0.000	115.390	10.000	0.151	0.298	0.290	-177.640	2.751	170.000	1.630	
		54.800	1711.49	3.874	-273.150	0.000	116.469	10.000	0.157	0.290	0.301	-178.254	2.825	170.000	1.638	
		54.900	1714.72	3.874	-273.150	0.000	117.558	10.000	0.135	0.269	0.308	-178.885	2.391	170.000	1.640	
		55.000	1718.01	3.874	-273.150	0.000	118.424	10.000	0.080	0.226	0.332	-179.562	1.483	170.000	1.640	
		55.100	1721.29	3.874	-273.150	0.000	119.293	10.000	0.001	0.162	0.382	-36.128	0.185	170.000	1.655	
		55.200	1724.62	3.874	-273.150	0.000	119.962	10.000	-0.102	0.076	0.426	139.212	-1.478	170.000	1.660	
		55.300	1727.92	3.874	-273.150	0.000	120.062	10.000	-0.223	-0.030	0.418	178.122	-3.394	170.000	1.668	
		55.400	1731.26	3.874	-273.150	0.000	120.012	10.000	-0.361	-0.156	0.365	177.192	-5.544	170.000	1.678	
		55.500	1734.57	3.874	-273.150	0.000	119.164	10.000	-0.506	-0.293	0.337	176.154	-7.849	170.000	1.680	
		55.600	1737.81	3.874	-273.150	0.000	117.850	9.250	-0.650	-0.429	0.333	175.022	-10.215	170.000	1.695	
		55.700	1741.03	3.874	-273.150	0.000	116.075	9.000	-0.791	-0.558	0.354	173.758	-12.639	170.000	1.700	
		55.800	1744.16	3.874	-273.150	0.000	113.898	9.000	-0.923	-0.671	0.395	172.383	-15.044	170.000	1.707	
		55.900	1747.25	3.874	-273.150	0.000	111.006	9.740	-1.044	-0.758	0.458	170.844	-17.473	170.000	1.717	
		56.000	1750.22	3.874	-273.150	0.000	108.156	10.000	-1.148	-0.809	0.522	169.144	-19.845	170.000	1.727	
		56.100	1753.14	3.874	-273.150	0.000	105.210	10.000	-1.241	-0.828	0.618	167.271	-22.144	170.000	1.737	
		56.200	1755.96	3.874	-273.150	0.000	102.312	10.000	-1.323	-0.819	0.714	165.252	-24.341	170.000	1.747	
		56.300	1758.72	3.874	-273.150	0.000	99.484	10.000	-1.397	-0.785	0.748	163.035	-26.541	170.000	1.750	
		56.400	1761.38	3.874	-273.150	0.000	96.712	9.290	-1.464	-0.731	0.751	160.650	-28.638	170.000	1.750	
		56.500	1764.00	3.874	-273.150	0.000	94.196	9.000	-1.526	-0.665	0.771	158.024	-30.610	170.000	1.750	
		56.600	1766.53	3.874	-273.150	0.000	92.100	9.000	-1.583	-0.598	0.812	155.222	-32.435	170.000	1.757	
		56.700	1769.03	3.874	-273.150	0.000	90.170	9.000	-1.637	-0.535	0.857	152.197	-34.166	170.000	1.760	
		56.800	1771.49	3.874	-273.150	0.000	88.340	9.000	-1.686	-0.477	0.899	148.987	-35.733	170.000	1.767	
		56.900	1773.88	3.874	-273.150	0.000	86.903	9.000	-1.723	-0.426	0.923	145.611	-36.994	170.000	1.770	
		57.000	1776.25	3.874	-273.150	0.000	85.534	9.000	-1.746	-0.383	0.909	142.028	-37.862	170.000	1.770	
		57.100	1778.57	3.874	-273.150	0.000	84.420	9.680	-1.754	-0.348	0.892	138.354	-38.370	170.000	1.784	
		57.200	1780.89	3.873	-273.150	0.000	83.420	10.000	-1.749	-0.319	0.873	134.545	-38.611	170.000	1.790	
		57.300	1783.15	3.873	-273.150	0.000	82.296	10.000	-1.735	-0.297	0.835	130.698	-38.647	170.000	1.797	
		57.400	1785.41	3.873	-273.150	0.000	81.096	10.000	-1.714	-0.277	0.797	126.760	-38.547	170.000	1.807	
		57.500	1787.61	3.873	-273.150	0.000	80.172	10.000	-1.695	-0.255	0.759	122.831	-38.487	170.660	1.810	
		57.600	1789.81	3.873	-273.150	0.000	79.240	10.000	-1.685	-0.228	0.730	118.855	-38.661	171.000	1.823	
		57.700	1791.96	3.872	-273.150	0.000	78.315	10.000	-1.688	-0.191	0.689	114.925	-39.141	171.000	1.830	
		57.800	1794.12	3.872	-273.150	0.000	77.675	10.000	-1.704	-0.143	0.615	110.961	-39.916	171.000	1.836	
		57.900	1796.25	3.872	-273.150	0.000	77.244	10.000	-1.730	-0.083	0.592	107.050	-40.822	171.000	1.840	
		58.000	1798.39	3.872	-273.150	0.000	77.036	10.000	-1.753	-0.017	0.611	103.115	-41.498	171.000	1.840	
		58.100	1800.53	3.872	-273.150	0.000	77.320	10.000	-1.758	0.042	0.612	99.192	-41.482	171.000	1.846	
		58.200	1802.67	3.872	-273.150	0.000	77.815	10.000	-1.745	0.080	0.579	95.796	-40.847	171.000	1.856	
		58.300	1804.84	3.872	-273.150	0.000	78.126	10.000	-1.723	0.094	0.522	93.396	-39.979	171.000	1.860	
		58.400	1807.00	3.872	-273.150	0.000	78.262	10.000	-1.699	0.099	0.460	91.449	-39.094	171.000	1.860	
		58.500	1809.17	3.872	-273.150	0.000	78.362	10.000	-1.672	0.096	0.407	89.471	-38.171	171.000	1.860	
		58.600	1811.33	3.872	-273.150	0.000	78.522	10.000	-1.643	0.087	0.362	87.508	-37.255	171.000	1.860	
		58.700	1813.52	3.872	-273.150	0.000	78.722	10.000	-1.595	0.062	0.264	84.044	-35.807	171.000	1.860	
		58.800	1815.68	3.872	-273.150	0.000	78.740	10.000	-1.533	0.001	0.047	77.517	-34.065	171.000	1.866	
		58.900	1817.86	3.872	-273.150	0.000	78.340	10.000	-1.514	-0.066	-0.159	69.466	-33.712	171.000	1.876	
		59.000	1820.00	3.872	-273.150	0.000	77.864	10.000	-1.538	-0.100	-0.227	63.625	-34.617	171.000	1.880	
		59.100	1822.16	3.872	-273.150	0.000	77.582	10.000	-1.578	-0.111	-0.246	59.445	-35.939	171.000	1.892	
		59.200	1824.28	3.872	-273.150	0.000	77.384	10.000	-1.627	-0.112	-0.288	55.487	-37.515	171.000	1.900	
		59.300	1826.42	3.872	-273.150	0.000	77.010	10.000	-1.686	-0.105	-0.342	51.513	-39.344	171.000	1.906	
		59.400	1828.55	3.872	-273.150	0.000	76.568	10.000	-1.752	-0.086	-0.366	47.561	-41.388	171.000	1.916	
		59.500	1830.65	3.872	-273.150	0.000	76.343	10.000	-1.821	-0.051	-0.383	43.672	-43.498	171.000	1.920	
		59.600	1832.77	3.872	-273.150	0.000	76.186	10.000	-1.884	0.002	-0.398	39.773	-45.434	170.430	1.931	
		59.700	1834.86	3.872	-273.150	0.000	76.212	10.000	-1.927	0.067	-0.401	35.927	-46.716	170.000	1.946	
