	Time	Time (s)	Distance [m]	Internal Batte [V]	Datalogger_Tem [°C]	Battery [V]	GPS_Speed [km/h]	GPS_Nsat [#]	GPS_LatAcc [g]	GPS_LonAcc [g]	GPS_Slope [deg]	GPS_Heading [deg]	GPS_Gyro [deg/s]	GPS_Altitude [m]	GPS_PosAccuracy [m]	
		24.000	732.89	3.866	-273.150	0.000	101.788	10.000	0.068	0.339	-0.316	-97.191	1.415	166.000	1.790	
		24.100	735.75	3.866	-273.150	0.000	102.988	10.000	0.095	0.334	-0.315	-97.381	1.955	166.000	1.790	
		24.200	738.64	3.866	-273.150	0.000	104.188	10.000	0.112	0.328	-0.311	-97.502	2.307	166.000	1.783	
		24.300	741.57	3.866	-273.150	0.000	105.388	10.000	0.118	0.324	-0.305	-97.554	2.384	166.000	1.780	
		24.400	744.53	3.866	-273.150	0.000	106.514	10.000	0.120	0.320	-0.295	-97.580	2.384	166.000	1.780	
		24.500	747.52	3.866	-273.150	0.000	107.614	10.000	0.119	0.316	-0.288	-97.594	2.316	166.000	1.780	
		24.600	750.51	3.866	-273.150	0.000	108.703	10.000	0.115	0.312	-0.282	-97.597	2.209	166.000	1.773	
		24.700	753.56	3.866	-273.150	0.000	109.803	10.000	0.108	0.307	-0.272	-97.580	2.044	166.000	1.763	
		24.800	756.64	3.866	-273.150	0.000	110.903	10.000	0.093	0.300	-0.257	-97.532	1.710	166.000	1.760	
		24.900	759.75	3.866	-273.150	0.000	111.930	10.000	0.073	0.293	-0.231	-97.450	1.304	166.000	1.760	
		25.000	762.89	3.866	-273.150	0.000	112.930	10.000	0.052	0.284	-0.211	-97.350	0.908	166.000	1.753	
		25.100	766.05	3.866	-273.150	0.000	113.930	10.000	0.035	0.273	-0.189	-97.247	0.569	166.000	1.750	
		25.200	769.24	3.866	-273.150	0.000	114.930	10.000	0.025	0.259	-0.171	-97.135	0.365	166.000	1.743	
		25.300	772.46	3.866	-273.150	0.000	115.857	10.000	0.023	0.241	-0.158	-97.021	0.338	166.000	1.733	
		25.400	775.70	3.866	-273.150	0.000	116.684	10.000	0.029	0.223	-0.142	-96.915	0.462	166.000	1.730	
		25.500	778.97	3.866	-273.150	0.000	117.411	10.000	0.042	0.207	-0.129	-96.820	0.689	166.000	1.730	
		25.600	782.25	3.866	-273.150	0.000	118.111	10.000	0.057	0.195	-0.113	-96.728	0.958	166.000	1.723	
		25.700	785.54	3.866	-273.150	0.000	118.738	10.000	0.069	0.189	-0.100	-96.653	1.216	166.000	1.713	
		25.800	788.86	3.866	-273.150	0.000	119.411	10.000	0.079	0.189	-0.093	-96.584	1.385	166.000	1.710	
		25.900	792.19	3.866	-273.150	0.000	119.965	10.000	0.080	0.194	-0.087	-96.541	1.422	166.000	1.710	
		26.000	795.54	3.866	-273.150	0.000	120.611	10.000	0.074	0.202	-0.082	-96.506	1.305	166.000	1.710	
		26.100	798.91	3.866	-273.150	0.000	121.384	10.000	0.060	0.211	-0.076	-96.472	1.044	166.000	1.710	
		26.200	802.31	3.866	-273.150	0.000	122.257	10.000	0.040	0.218	-0.070	-96.438	0.679	166.000	1.703	
		26.300	805.73	3.866	-273.150	0.000	123.084	10.000	0.016	0.222	-0.064	-96.412	0.256	166.000	1.700	
		26.400	809.17	3.866	-273.150	0.000	123.884	10.000	-0.008	0.223	-0.059	-96.397	-0.163	166.000	1.700	
		26.500	812.63	3.866	-273.150	0.000	124.684	10.000	-0.029	0.222	-0.053	-96.377	-0.508	166.000	1.693	
		26.600	816.12	3.866	-273.150	0.000	125.411	10.000	-0.043	0.219	-0.047	-96.363	-0.746	166.000	1.690	
		26.700	819.62	3.866	-273.150	0.000	126.184	10.000	-0.049	0.215	-0.037	-96.351	-0.852	166.000	1.690	
		26.800	823.15	3.866	-273.150	0.000	126.911	10.000	-0.046	0.212	-0.026	-96.340	-0.803	166.000	1.690	
		26.900	826.69	3.866	-273.150	0.000	127.611	10.000	-0.036	0.210	-0.010	-96.337	-0.611	166.000	1.690	
		27.000	830.26	3.866	-273.150	0.000	128.384	10.000	-0.022	0.209	0.007	-96.345	-0.365	166.000	1.690	
		27.100	833.85	3.866	-273.150	0.000	129.111	10.000	-0.009	0.208	0.028	-96.348	-0.130	166.000	1.697	
		27.200	837.45	3.866	-273.150	0.000	129.811	10.000	0.002	0.207	0.047	-96.357	0.066	166.000	1.700	
		27.300	841.08	3.866	-273.150	0.000	130.584	10.000	0.009	0.206	0.064	-96.376	0.182	166.000	1.707	
		27.400	844.73	3.866	-273.150	0.000	131.311	10.000	0.008	0.204	0.077	-96.391	0.157	166.000	1.710	
		27.500	848.39	3.866	-273.150	0.000	132.011	10.000	0.002	0.202	0.089	-96.402	0.038	166.000	1.710	
		27.600	852.08	3.866	-273.150	0.000	132.711	10.000	-0.008	0.199	0.100	-96.414	-0.116	166.000	1.710	
		27.700	855.79	3.866	-273.150	0.000	133.411	10.000	-0.018	0.196	0.116	-96.425	-0.293	166.000	1.710	
		27.800	859.51	3.866	-273.150	0.000	134.111	10.000	-0.028	0.193	0.133	-96.437	-0.443	166.000	1.717	
		27.900	863.26	3.866	-273.150	0.000	134.811	10.000	-0.032	0.190	0.150	-96.440	-0.531	166.000	1.720	
		28.000	867.02	3.866	-273.150	0.000	135.438	10.000	-0.032	0.187	0.167	-96.448	-0.516	166.000	1.727	
		28.100	870.80	3.866	-273.150	0.000	136.111	10.000	-0.026	0.185	0.185	-96.451	-0.420	166.000	1.730	
		28.200	874.60	3.866	-273.150	0.000	136.811	10.000	-0.017	0.183	0.198	-96.451	-0.272	166.000	1.737	
		28.300	878.38	3.866	-273.150	0.000	137.432	10.000	-0.005	0.180	0.205	-96.460	-0.080	166.000	1.740	
		28.400	882.21	3.866	-273.150	0.000	138.032	10.000	0.008	0.175	0.206	-96.463	0.110	166.000	1.740	
		28.500	886.06	3.866	-273.150	0.000	138.488	10.000	0.016	0.170	0.206	-96.471	0.244	166.000	1.747	
		28.600	889.91	3.866	-273.150	0.000	138.816	10.000	0.022	0.166	0.206	-96.474	0.325	166.000	1.750	
		28.700	893.78	3.866	-273.150	0.000	139.116	10.000	0.026	0.161	0.206	-96.474	0.394	166.000	1.750	
		28.800	897.65	3.866	-273.150	0.000	139.416	10.000	0.030	0.155	0.206	-96.482	0.446	166.000	1.750	
		28.900	901.53	3.866	-273.150	0.000	139.716	10.000	0.032	0.149	0.206	-96.486	0.492	166.000	1.750	
		29.000	905.43	3.866	-273.150	0.000	140.376	10.000	0.032	0.129	0.202	-96.486	0.489	166.000	1.750	
		29.100	909.35	3.866	-273.150	0.000	141.176	10.000	0.020	0.105	0.201	-96.477	0.301	166.000	1.750	
		29.200	913.29	3.866	-273.150	0.000	141.688	10.000	0.001	0.092	0.201	-96.449	-0.001	166.000	1.757	
		29.300	917.24	3.866	-273.150	0.000	142.088	10.000	-0.015	0.091	0.205	-96.415	-0.223	166.000	1.767	
		29.400	921.19	3.866	-273.150	0.000	142.344	10.000	-0.026	0.096	0.211	-96.389	-0.390	166.000	1.770	
		29.500	925.15	3.866	-273.150	0.000	142.688	10.000	-0.033	0.105	0.212	-96.358	-0.501	166.000	1.770	
		29.600	929.13	3.866	-273.150	0.000	143.088	10.000	-0.035	0.113	0.216	-96.323	-0.543	166.000	1.777	
		29.700	933.12	3.865	-273.150	0.000	143.560	10.000	-0.030	0.120	0.214	-96.289	-0.467	166.000	1.780	
		29.800	937.12	3.865	-273.150	0.000	143.988	10.000	-0.017	0.126	0.212	-96.255	-0.286	166.000	1.780	
		29.900	941.13	3.865	-273.150	0.000	144.460	10.000	0.002	0.130	0.208	-96.229	0.003	166.000	1.780	
		30.000	945.16	3.865	-273.150	0.000	144.960	10.000	0.026	0.134	0.206	-96.206	0.340	166.000	1.780	
		30.100	949.19	3.865	-273.150	0.000	145.388	10.000	0.049	0.139	0.202	-96.174	0.684	166.000	1.780	
